Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dens_515118724178190757,298.15,100.0,Liquid,2,CNc1ccccc1,Solvent,0.7407,,Cc1ccccc1,Solvent,0.2593,,0.9531280000000004,0.0002595,,,10.1021/je400134d
dhmix_517287783481256565,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.701,,ClCCCCCl,Solvent,0.299,,,,-0.052,0.002,10.1016/j.jct.2007.06.017
dens_518199256039095036,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4963999999999999,,NCCN,Solvent,0.5036,,0.8519430000000002,0.000219,,,10.1021/je1012857
dens_518487740311265643,298.15,101.325,Liquid,1,CCCCCCCl,Solvent,1.0,,,,,,0.8732100000000003,0.00052,,,10.1016/j.jct.2007.01.017
dens_519723303274612452,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7511,,CCOC=O,Solvent,0.2489,,0.7097500000000002,0.00019,,,10.1016/j.fluid.2015.05.031
dens_519942196314198783,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5,,CCCCOC(C)=O,Solvent,0.5,,1.3202800000000003,0.000255,,,10.1016/j.jct.2009.05.006
dens_520201021244222151,298.15,101.0,Liquid,2,O,Solvent,0.7,,O=C1CCCO1,Solvent,0.3,,1.0886000000000002,0.0001,,,10.1021/je100803e
dens_520412629198130373,298.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.5019,,ClCCCCCl,Solvent,0.4981,,1.0199500000000004,0.000225,,,10.1016/j.jct.2005.03.020
dhmix_521433262363614936,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7393000000000001,,CCOC(C)=O,Solvent,0.2607,,,,0.1394,0.0022,10.1016/j.jct.2005.07.009
dens_522040441400383660,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7502,,c1ccccc1,Solvent,0.2498,,0.8215370000000002,0.0001115,,,10.1007/s10765-008-0390-4
dens_522722965525756381,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.7269,,ClCCCCCCl,Solvent,0.2731,,0.9451700000000002,0.00042,,,10.1016/j.jct.2008.10.007
dhmix_523129341332875255,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0595,,COC=O,Solvent,0.9405,,,,0.1715,0.00215,10.1016/j.jct.2006.05.004
dens_523660418548538159,298.15,101.3,Liquid,2,O,Solvent,0.498,,OCCCCO,Solvent,0.502,,1.0207100000000002,0.000175,,,10.1021/je0340755
dhmix_524266012102597730,303.15,101.0,Liquid,2,CCCCCO,Solvent,0.25846,,CCOC(=O)OCC,Solvent,0.74154,,,,1.7032,0.0182,10.1021/je1013476
dhmix_524376395520217080,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4407,,CCCC(=O)OC,Solvent,0.5593,,,,1.053,0.0115,10.1021/acs.jced.5b00813
dhmix_524477957640851666,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,,,-0.3684,0.00405,10.1016/j.jct.2010.12.016
dens_525868386173057160,298.15,101.3,Liquid,2,C1CCOC1,Solvent,0.4986,,OCC(F)(F)F,Solvent,0.5014000000000001,,1.1030700000000002,0.00017,,,10.1021/je034076x
dens_527158267699805202,298.15,101.325,Liquid,2,CCCCC(=O)OCC,Solvent,0.2407,,ClCCCCCl,Solvent,0.7593,,1.0551300000000003,0.00031,,,10.1016/j.jct.2005.03.020
dens_528453314861364780,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2342999999999999,,CCCCCC,Solvent,0.7657,,0.6838300000000002,0.001655,,,10.1016/j.jct.2005.02.006
dens_528986974844153101,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0597999999999999,,COC=O,Solvent,0.9402,,1.06428,0.00056,,,10.1016/j.jct.2006.05.004
dens_530479196463978876,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.2048999999999999,,CCOC=O,Solvent,0.7951,,1.1496100000000002,0.00139,,,10.1016/j.jct.2005.07.009
dens_531222131704065782,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,,O,Solvent,0.2348,,0.8989030000000002,0.0005805,,,10.1016/j.jct.2004.11.016
dens_533491943958825434,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.8329,,CCC(=O)OC,Solvent,0.1671,,1.5942900000000004,0.00248,,,10.1016/j.jct.2006.05.004
dens_534981387007415468,298.15,101.3,Liquid,2,CCCCCC,Solvent,0.2072,,COC(=O)OC,Solvent,0.7928,,0.9423900000000002,0.00013,,,10.1021/je049777o
dhmix_536206650470008584,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5,,ClCCCl,Solvent,0.5,,,,-1.264,0.0055,10.1016/j.jct.2008.01.024
dhmix_536798507677319129,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2679,,Cc1ccccc1Cl,Solvent,0.7321,,,,0.272,0.0015,10.1021/je400722h
dens_536805332619753661,303.15,100.0,Liquid,2,CCCO,Solvent,0.498,,CCOC(=O)C(C)C,Solvent,0.502,,0.8349600000000003,0.00011,,,10.1016/j.jct.2019.105884
dhmix_537608978866660593,298.15,101.0,Liquid,2,CCCO,Solvent,0.7127,,OCc1ccccc1,Solvent,0.2873,,,,0.1065,0.0013,10.1021/je100095p
dens_539464371986972328,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.4943,,ClCCCCCCCl,Solvent,0.5057,,1.0123000000000002,0.0016,,,10.1021/je700339f
dens_539473159617522263,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.235,,CCCOC=O,Solvent,0.765,,0.8241500000000002,0.00105,,,10.1021/je060355j
dhmix_539755199233697275,298.15,100.0,Liquid,2,CCO,Solvent,0.75,,CCOC(C)=O,Solvent,0.25,,,,0.859,0.0215,10.1021/je200595b
dens_540255501984275812,298.15,101.325,Liquid,1,CCCCCC,Solvent,1.0,,,,,,0.6590000000000001,0.01,,,10.1021/acs.jced.5b00542
dhmix_541049966305916406,298.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.4919,,ClCCCCCl,Solvent,0.5081,,,,-0.1294,0.0018,10.1016/j.jct.2005.03.020
dhmix_541110355597830787,298.15,100.0,Liquid,2,CCCCCCCC,Solvent,0.7615,,COC(C)=O,Solvent,0.2385,,,,1.384,0.015,10.1021/acs.jced.5b00813
dens_541314836076721731,298.15,101.325,Liquid,2,CCCC(=O)OCC,Solvent,0.5234,,ClCCCl,Solvent,0.4766,,1.0030800000000002,0.00034,,,10.1016/j.jct.2005.03.020
dhmix_541767122203741104,313.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4992999999999999,,CCCCOCCO,Solvent,0.5007,,,,0.9593,0.0103,10.1021/je060026r
dens_543469972917574969,298.15,101.325,Liquid,1,CCCCCCO,Solvent,1.0,,,,,,0.8159000000000002,0.001415,,,10.1016/j.jct.2019.02.027
dens_543620588993905856,298.15,101.32,Liquid,2,CCCCCC,Solvent,0.5065,,CCOC(C)=O,Solvent,0.4935,,0.7495000000000002,0.000545,,,10.1021/je100832h
dens_544322850735592196,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5106,,CCN(CC)CC,Solvent,0.4893999999999999,,0.7527560000000002,0.0001045,,,10.1016/j.tca.2010.09.004
dhmix_545996968666061076,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7209,,COC(C)=O,Solvent,0.2791,,,,0.2594,0.0028,10.1016/j.jct.2006.05.004
dens_546748957548999963,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2975,,CCCCOCCO,Solvent,0.7025,,0.8759400000000003,4.650000000000001e-05,,,10.1016/j.fluid.2013.06.021
dhmix_546962203716710778,298.15,100.0,Liquid,2,CCO,Solvent,0.7006,,CCOC(=O)CC(C)=O,Solvent,0.2994,,,,1.4925,0.01605,10.1016/j.fluid.2008.03.012
dens_547437695672624422,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4792999999999999,,CCCCCC,Solvent,0.5207,,0.7105500000000001,0.001555,,,10.1016/j.jct.2005.02.006
dens_547748263843228901,298.15,101.0,Liquid,2,CCCCCO,Solvent,0.4987,,CCCCOCCCC,Solvent,0.5013000000000001,,0.7881320000000002,0.000376,,,10.1021/je7005727
dens_548243159356184104,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.2449,,O,Solvent,0.7551,,1.0275000000000003,0.0005,,,10.1016/j.jct.2008.11.012
dhmix_548271455905164164,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2022,,CCCCC(=O)OC,Solvent,0.7978,,,,-0.0624,0.00125,10.1016/j.jct.2006.05.004
dens_548281830214908037,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.7782,,CCCOC(C)=O,Solvent,0.2218,,0.6976000000000002,0.00015,,,10.1021/je3011979
dhmix_549211977118470640,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.2938,,CCCCBr,Solvent,0.7061999999999999,,,,1.248,0.0135,10.1021/je020110g
dhmix_549919019055097043,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7991,,CC(C)O,Solvent,0.2009,,,,0.702,0.017,10.1016/j.jct.2015.01.013
dens_550868133232739009,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.7012,,CN(C)C=O,Solvent,0.2988,,0.8963000000000002,0.0002,,,10.1021/je700096m
dhmix_551451232292287572,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,,CCCCNCCCC,Solvent,0.7846,,,,0.417,0.0045,10.1016/j.fluid.2013.01.011
dhmix_553135124490085656,298.39,101.0,Liquid,2,CCC#N,Solvent,0.5025,,CCOC(C)(C)CC,Solvent,0.4975,,,,0.7023,0.00955,10.1021/je301238f
dens_554111049740737271,293.15,101.0,Liquid,2,COC(C)(C)C,Solvent,0.4539999999999999,,ClC(Cl)Cl,Solvent,0.546,,1.0838000000000003,0.00015,,,10.1021/je100821g
dhmix_556226566876929489,298.15,101.3,Liquid,2,CC(C)CO,Solvent,0.5019,,CCOC(=O)CC(=O)OCC,Solvent,0.4981,,,,2.542,0.0105,10.1016/j.fluid.2009.11.030
dens_558779059157397893,298.15,101.0,Liquid,2,CCCO,Solvent,0.29256,,OCC(F)(F)F,Solvent,0.70744,,1.1923800000000004,0.000115,,,10.1016/j.tca.2007.04.012
dens_559535483529614058,298.15,101.0,Liquid,2,C1COCO1,Solvent,0.7266,,Cc1ccccc1Cl,Solvent,0.2734,,1.0652000000000004,0.0005,,,10.1021/je400722h
dens_559789475978651659,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.495,,CNc1ccccc1,Solvent,0.505,,0.9066940000000002,0.000164,,,10.1021/je100472t
dens_560730407131098012,298.15,101.325,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,1.0470000000000002,0.0036,,,10.1021/je900212d
dens_560876184313618480,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.5089,,CCCCOC(=O)CCC,Solvent,0.4911,,1.2106900000000005,0.000205,,,10.1016/j.jct.2009.05.006
dhmix_561631283883442300,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.2053,,CCCCC(=O)OC,Solvent,0.7947,,,,-0.0483,0.00115,10.1016/j.jct.2006.05.004
dens_562489367284385084,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.2511,,COC(C)=O,Solvent,0.7489,,0.9105300000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_562711119924367122,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.4923999999999999,,CCCCC(=O)OC,Solvent,0.5076,,1.2642400000000005,0.00117,,,10.1016/j.jct.2006.05.004
dhmix_562785673850705765,298.15,101.325,Liquid,2,CCCCCCC,Solvent,0.7501,,COC=O,Solvent,0.2499,,,,1.6877,0.0117,10.1021/je030117d
dhmix_563342363018905515,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.7514,,O,Solvent,0.2486,,,,1.128,0.012,10.1021/je800889y
dens_563432760661770551,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.2627,,CCCCC(=O)OCC,Solvent,0.7373,,1.09912,0.001135,,,10.1016/j.jct.2005.07.009
dens_563556088097831353,298.15,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.499,,CCCCCl,Solvent,0.501,,0.9081000000000002,0.0002,,,10.1021/je700096m
dens_563616916063908129,298.15,101.325,Liquid,1,c1cc[nH]c1,Solvent,1.0,,,,,,0.9659000000000002,0.00146,,,10.1021/je8006265
dens_563628015700324771,298.15,101.0,Liquid,2,CCCC(=O)OC,Solvent,0.732,,ClCCCCCCl,Solvent,0.268,,0.9517000000000004,0.00019,,,10.1016/j.jct.2006.10.008
dens_564023356372585080,298.15,101.0,Liquid,2,COC(C)=O,Solvent,0.2534,,ClCCCCCCl,Solvent,0.7465999999999999,,1.0645100000000003,0.000225,,,10.1016/j.jct.2006.10.008
dhmix_565046024644834395,298.4,101.0,Liquid,2,CC#N,Solvent,0.7004,,CCOC(C)(C)CC,Solvent,0.2996,,,,0.8397,0.0113,10.1021/je301238f
dens_565075796122152669,298.15,101.325,Liquid,1,OCCCCO,Solvent,1.0,,,,,,1.0129600000000003,0.005,,,10.1021/acs.jced.6b00092
dhmix_565472652307161838,298.15,101.325,Liquid,2,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,0.50006,,COCCOCCOC,Solvent,0.49994,,,,0.2951,0.00305,10.1016/j.jct.2005.02.011
dhmix_566149253051520829,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.1719,,ClCCCl,Solvent,0.8281000000000001,,,,-0.234,0.0025,10.1016/j.jct.2008.10.007
dhmix_566259260175961973,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1447,,OC1=NCCC1,Solvent,0.8553,,,,0.0949,0.0012,10.1021/je801006q
dens_567804302352042972,298.15,101.32,Liquid,2,CCCCC,Solvent,0.7685,,CCOC(C)=O,Solvent,0.2315,,0.6725100000000002,0.00055,,,10.1021/je100832h
dens_568733554333435876,298.15,101.325,Liquid,1,OC1=NCCC1,Solvent,1.0,,,,,,1.1070190000000002,0.00118,,,10.1021/je0340809
dhmix_569012254773025696,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.5057,,OC1=NCCC1,Solvent,0.4943,,,,0.4323,0.0047,10.1021/je801006q
dhmix_569544738684419327,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,,,-2.575,0.0525,10.1016/j.jct.2007.03.010
dens_571398266382285930,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7343,,CCOC(C)=O,Solvent,0.2657,,1.6047100000000003,0.00087,,,10.1016/j.jct.2005.07.009
dhmix_571566495957809183,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7772,,CCOC(C)=O,Solvent,0.2228,,,,0.2159,0.0031,10.1016/j.jct.2005.07.009
dens_571827819113574480,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7004,,Cc1ccccc1,Solvent,0.2996,,0.7573100000000001,0.000155,,,10.1016/j.fluid.2008.06.019
dhmix_572249344655927771,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.2675999999999999,,CCOC=O,Solvent,0.7324,,,,0.5339,0.00695,10.1016/j.jct.2005.07.009
dens_572687989613659349,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.4845,,CCCCC(=O)OCC,Solvent,0.5155,,1.3032500000000002,0.00106,,,10.1016/j.jct.2005.07.009
dens_572698037173152705,298.15,101.325,Liquid,1,CNCCO,Solvent,1.0,,,,,,0.93618,0.000635,,,10.1021/je1002626
dhmix_573570621261992547,298.15,101.0,Liquid,2,COC=O,Solvent,0.7674,,ClCCCCl,Solvent,0.2326,,,,0.2841,0.0015,10.1016/j.jct.2006.10.008
dens_574637447996217594,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5011,,Cc1ccccc1,Solvent,0.4989,,0.7484400000000002,0.00015,,,10.1021/je900557u
dens_575434204510766349,298.15,101.0,Liquid,2,CCCOC(=O)CCC,Solvent,0.7439,,ClCCCCl,Solvent,0.2561,,0.9238000000000002,0.000385,,,10.1016/j.jct.2008.10.007
dhmix_575991096898484441,298.15,100.0,Liquid,2,CC#N,Solvent,0.4886,,CCCCOCCCC,Solvent,0.5114000000000001,,,,1.26543,0.00796,10.1021/acs.jced.5b00838
dens_577983044895299238,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.2518,,c1ccccc1,Solvent,0.7482,,0.8849000000000002,0.00081,,,10.1021/je034005y
dhmix_578047845607378963,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6359,,c1ccncc1,Solvent,0.3641,,,,-0.4013,0.10035,10.1016/j.jct.2013.09.015
dens_578712224365375074,303.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7791,,CS(C)=O,Solvent,0.2209,,0.9114900000000002,0.000255,,,10.1021/je600557n
dens_579415285212890284,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.708,,O=C1CCCC1,Solvent,0.292,,0.8972200000000002,0.00023,,,10.1021/je025649t
dens_581090592491592243,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2981,,CCCC(=O)OC,Solvent,0.7019,,0.8119000000000002,0.000505,,,10.1021/acs.jced.5b00813
dhmix_582184351339863568,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.7602,,c1ccncc1,Solvent,0.2398,,,,-1.6452,0.01075,10.1016/j.fluid.2013.10.029
dens_583325777999125503,298.15,101.0,Liquid,2,BrCCCCCCBr,Solvent,0.7669,,COC=O,Solvent,0.2331,,1.5295500000000004,0.002185,,,10.1016/j.jct.2006.05.004
dhmix_585882033921113615,298.15,101.0,Liquid,2,CCCCCCC,Solvent,0.72125,,Cc1ccccc1,Solvent,0.27875,,,,0.416,0.002,10.1021/je400184t
dens_586298674852090193,298.15,100.0,Liquid,2,CCCCNCCCC,Solvent,0.7266,,CN(C)C=O,Solvent,0.2734,,0.7828350000000002,0.0009465,,,10.1021/acs.jced.5b00802
dens_586351122522837789,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.8207,,c1ccccc1,Solvent,0.1793,,0.9503300000000002,0.000195,,,10.1021/je100526j
dhmix_586880142396707079,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.294,,CN1CCCC1=O,Solvent,0.706,,,,0.145,0.002,10.1016/j.jct.2008.01.024
dens_587377526192136537,298.15,101.325,Liquid,1,C1COCCO1,Solvent,1.0,,,,,,1.0278800000000003,0.0025,,,10.1016/j.jct.2003.09.001
dhmix_588187002461253978,303.15,101.0,Liquid,2,CCCO,Solvent,0.50939,,CCOC(=O)OCC,Solvent,0.49061,,,,1.868,0.01995,10.1021/je1013476
dens_588353386451682114,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.7396,,CCOC=O,Solvent,0.2604,,1.6603300000000003,0.00089,,,10.1016/j.jct.2005.07.009
dens_590486260534230556,291.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.4955,,CCOC=O,Solvent,0.5045,,0.7745600000000001,0.000305,,,10.1016/j.fluid.2015.05.031
dens_590805572601033285,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2831,,ClCCCCCCl,Solvent,0.7169,,1.0500100000000003,0.002325,,,10.1016/j.jct.2008.10.007
dhmix_590822637286211964,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.2332999999999999,,COC=O,Solvent,0.7667,,,,0.8652,0.0075,10.1016/j.jct.2006.05.004
dhmix_591740475541975327,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.705,,ClCCCCCl,Solvent,0.295,,,,-0.281,0.0025,10.1016/j.jct.2007.06.017
dens_592296207180530796,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,0.9379600000000002,0.000185,,,10.1016/j.jct.2007.05.009
dens_592390617992403817,298.15,101.0,Liquid,2,CCCCOC=O,Solvent,0.522,,ClCCCCCl,Solvent,0.478,,1.0044800000000005,0.00053,,,10.1016/j.jct.2005.11.003
dens_593160872033896118,298.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.2459,,CCCCOC=O,Solvent,0.7541,,0.8252800000000001,0.00049,,,10.1016/j.fluid.2015.05.031
dhmix_597491305869913867,303.15,101.0,Liquid,2,C=COCCC,Solvent,0.2678,,CC(C)CC(C)(C)C,Solvent,0.7322,,,,0.324338,0.0035735,10.1021/je7005743
dhmix_597694390671293228,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,,c1cc[nH]c1,Solvent,0.505,,,,1.4275,0.00895,10.1016/j.fluid.2013.10.029
dens_598528978367940263,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2543,,ClCCCl,Solvent,0.7457,,1.1418800000000005,0.002835,,,10.1016/j.jct.2008.10.007
dhmix_598563182385523239,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,-1.4628,0.02995,10.1016/j.fluid.2009.10.018
dhmix_598666417946681308,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.2549,,CCOC(C)=O,Solvent,0.7451,,,,0.1567,0.0024,10.1016/j.jct.2005.07.009
dhmix_600625644134907580,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,,,0.4509,0.002255,10.1021/je034037l
dens_600718364672681210,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2001,,ClCCCCCl,Solvent,0.7999,,1.0978,0.0023,,,10.1021/je700339f
dens_601678438510542777,298.15,101.325,Liquid,1,CCCO,Solvent,1.0,,,,,,0.8032000000000002,0.00355,,,10.1021/je900212d
dhmix_602003453564252918,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.767,,OCCc1ccccc1,Solvent,0.2329999999999999,,,,1.1154,0.01195,10.1021/je050085p
dhmix_603167001862253174,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.5157,,CCCCOC(=O)CC,Solvent,0.4843,,,,-0.063,0.001,10.1016/j.jct.2009.05.006
dens_603450583692592837,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7074,,OCCCc1ccccc1,Solvent,0.2925999999999999,,0.9634300000000002,0.00026,,,10.1021/je050085p
dens_604316630287014211,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.8006,,CCOC(C)=O,Solvent,0.1994,,0.8049000000000002,0.0003,,,10.1016/j.jct.2007.02.008
dhmix_604341867718608333,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2425,,c1ccccc1,Solvent,0.7575000000000001,,,,-0.1608,0.00185,10.1016/j.jct.2010.07.016
dens_604528523369295157,298.15,101.325,Liquid,1,CCOCCO,Solvent,1.0,,,,,,0.9287300000000004,0.001,,,10.1016/j.fluid.2014.07.041
dens_604691370693470190,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2247,,OCCO,Solvent,0.7753,,1.0138600000000002,0.000135,,,10.1021/je700580g
dens_605570927703872658,298.15,101.325,Liquid,2,CCOC(C)=O,Solvent,0.7842,,ClCCCCCl,Solvent,0.2158,,0.9506800000000002,0.00021,,,10.1016/j.jct.2005.03.020
dens_606254687603645358,298.15,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.232,,ClCCCCCl,Solvent,0.768,,1.0737200000000002,0.00204,,,10.1016/j.jct.2008.10.007
dens_606596092151079296,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.5104,,CCCCO,Solvent,0.4896,,0.7708000000000002,0.000265,,,10.1016/j.jct.2006.06.008
dhmix_607389561715885318,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.7505999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.2494,,,,1.955,0.021,10.1021/je9003806
dhmix_607563797490786343,298.15,101.0,Liquid,2,NCCO,Solvent,0.5593600000000001,,c1ccncc1,Solvent,0.44064,,,,0.824,0.0035,10.1021/je400184t
dhmix_609112469230480348,298.15,101.0,Liquid,2,BrCCCCCBr,Solvent,0.3035,,CCCCOC(=O)CCC,Solvent,0.6965,,,,-0.054,0.001,10.1016/j.jct.2009.05.006
dhmix_609176479638652040,298.15,101.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5014,,ClCCCl,Solvent,0.4986,,,,-0.3831,0.00185,10.1016/j.jct.2006.10.008
dens_610080591263229783,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2449,,CCCCOC(=O)CC,Solvent,0.7551,,1.0706700000000002,0.00015,,,10.1016/j.jct.2009.05.006
dhmix_610584570405977602,303.15,100.0,Liquid,2,CCCO,Solvent,0.512,,CCOC(=O)C(C)C,Solvent,0.488,,,,1.318,0.0085,10.1016/j.jct.2019.105884
dens_610648476268376520,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5026,,Nc1ccccc1,Solvent,0.4973999999999999,,0.9213850000000002,5.650000000000002e-05,,,10.1021/je100472t
dens_612263891548175460,298.15,101.32,Liquid,2,CCCCCCCCC,Solvent,0.4788,,CCOC(C)=O,Solvent,0.5212,,0.7741200000000001,0.00045,,,10.1021/je100832h
dens_613814306835817032,298.15,101.325,Liquid,1,CC(=O)CC(C)C,Solvent,1.0,,,,,,0.8005890000000002,0.0050015,,,10.1021/acs.jced.8b00120
dhmix_614047948781427487,291.15,101.0,Liquid,2,CCCCCCCCC,Solvent,0.495,,COC=O,Solvent,0.505,,,,2.59,0.0275,10.1016/j.fluid.2015.05.031
dhmix_614141553674469424,291.15,101.0,Liquid,2,CCCCCCC,Solvent,0.256,,CCCCOC=O,Solvent,0.744,,,,0.778,0.0085,10.1016/j.fluid.2015.05.031
dhmix_614525131410782877,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4912999999999999,,CCCCNCCCC,Solvent,0.5087,,,,0.278,0.003,10.1016/j.fluid.2013.01.011
dens_615182082919776992,298.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.7535,,c1ccccc1,Solvent,0.2465,,0.8924600000000003,0.00077,,,10.1021/je034005y
dens_615613720476959848,298.15,101.325,Liquid,1,Cc1ccccc1C,Solvent,1.0,,,,,,0.8759000000000002,0.0029,,,10.1016/j.fluid.2010.08.010
dhmix_616264615638458390,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7528,,ClCCCCCl,Solvent,0.2471999999999999,,,,-0.038,0.0005,10.1016/j.jct.2008.10.007
dhmix_616511471986667484,308.15,101.325,Liquid,2,CS(C)=O,Solvent,0.8514,,OCCCc1ccccc1,Solvent,0.1485999999999999,,,,-0.013,0.001,10.1021/je0501991
dhmix_616551948454674544,298.15,101.3,Liquid,2,CCCCCCC,Solvent,0.7499,,CCCCOCCCC,Solvent,0.2501,,,,0.098,0.0012,10.1016/j.jct.2009.07.014
dhmix_616737170784687848,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.7613,,OCc1ccccc1,Solvent,0.2387,,,,-0.3019,0.00155,10.1021/je0504212
dens_617740093035429712,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8312,,c1ccncc1,Solvent,0.1687999999999999,,1.0872000000000004,0.00052,,,10.1021/je301353z
dens_618487453946854895,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.5012,,CCO,Solvent,0.4988,,0.9005900000000002,5.5000000000000016e-05,,,10.1016/j.jct.2013.09.024
